onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
159.6964708544	305.95	39925	show_letter	to_remember	L	6	7	L
161.1382650793	305.95	40286	show_letter	to_remember	X	6	7	X
162.5800593043	305.7	40646	show_letter	to_remember	J	6	7	J
164.0207535337	305.975	41006	show_letter	to_remember	Y	6	7	Y
165.4625477586	880.125	41367	show_dash	work_memory	-	6	7	WM
169.2010327843	305.7	42301	show_letter	probe_not_shown	P	6	7	rP
170.6257270778	0.0	42657	left_click	ignored_correct	n/a	6	7	255
171.0258254752	0.0	42757	sound_beep	feedback_correct	n/a	6	7	correct
172.8931179959	0.0	43224	right_click	indicate_ready	n/a	6	7	1
172.9214178825	1257.05	43231	show_cross	fixate	+	7	5	nonWM
178.1675968692	305.95	44543	show_letter	to_remember	H	7	5	H
179.6093910942	305.95	44903	show_letter	to_remember	B	7	5	B
181.0512853188	305.925	45264	show_letter	to_remember	Q	7	5	Q
182.4929795441	305.7	45624	show_letter	to_ignore	K	7	5	gK
183.9337737731	305.925	45984	show_letter	to_remember	S	7	5	S
185.3754679985	305.975	46345	show_letter	to_remember	R	7	5	R
186.8172622234	305.95	46705	show_letter	to_ignore	T	7	5	gT
188.2580564524	305.95	47066	show_letter	to_ignore	J	7	5	gJ
189.6998506774	825.625	47426	show_dash	work_memory	-	7	5	WM
193.2202365767	305.725	48306	show_letter	probe_target	Q	7	5	rQ
194.5129313988	0.0	48629	right_click	remembered_correct	n/a	7	5	1
194.9130297963	0.0	48729	sound_beep	feedback_correct	n/a	7	5	correct
200.4190077423	0.0	50106	left_click	indicate_ready	n/a	7	5	255
200.4441076418	1257.075	50112	show_cross	fixate	+	8	5	nonWM
205.6903866281	305.95	51424	show_letter	to_remember	D	8	5	D
207.1321808531	305.95	51784	show_letter	to_remember	Q	8	5	Q
208.5738750784	305.725	52144	show_letter	to_remember	G	8	5	G
210.0146693074	305.95	52505	show_letter	to_ignore	M	8	5	gM
211.4564635324	305.95	52865	show_letter	to_remember	P	8	5	P
212.898357757	305.925	53226	show_letter	to_ignore	V	8	5	gV
214.3400519823	305.7	53586	show_letter	to_ignore	F	8	5	gF
215.7807462117	305.975	53946	show_letter	to_remember	T	8	5	T
217.2225404367	523.925	54307	show_dash	work_memory	-	8	5	WM
219.5352311733	305.95	54885	show_letter	probe_not_shown	B	8	5	rB
222.3030200871	0.0	55577	left_click	ignored_correct	n/a	8	5	255
222.7031184845	0.0	55677	sound_beep	feedback_correct	n/a	8	5	correct
224.0959129057	0.0	56025	right_click	indicate_ready	n/a	8	5	1
224.1285127752	1257.05	56033	show_cross	fixate	+	9	7	nonWM
229.3746917619	305.975	57345	show_letter	to_remember	Y	9	7	Y
230.8164859868	305.95	57705	show_letter	to_remember	S	9	7	S
232.2581802122	305.725	58066	show_letter	to_remember	N	9	7	N
233.6989744412	305.975	58426	show_letter	to_remember	M	9	7	M
235.1407686661	305.95	58786	show_letter	to_remember	F	9	7	F
236.5825628911	305.7	59147	show_letter	to_remember	Q	9	7	Q
238.0232571205	305.975	59507	show_letter	to_remember	H	9	7	H
239.465151345	305.95	59867	show_letter	to_ignore	W	9	7	gW
240.9070455696	615.875	60228	show_dash	work_memory	-	9	7	WM
243.5884348294	305.975	60898	show_letter	probe_target	N	9	7	rN
245.1363286294	0.0	61285	right_click	remembered_correct	n/a	9	7	1
245.5364270269	0.0	61385	sound_beep	feedback_correct	n/a	9	7	correct
252.4397993758	0.0	63111	left_click	indicate_ready	n/a	9	7	255
252.4720992464	1257.05	63119	show_cross	fixate	+	10	5	nonWM
257.7182782331	305.95	64431	show_letter	to_ignore	Z	10	5	gZ
259.1600724581	305.95	64791	show_letter	to_ignore	C	10	5	gC
260.601866683	305.95	65151	show_letter	to_remember	R	10	5	R
262.043660908	305.7	65512	show_letter	to_remember	F	10	5	F
263.4843551374	305.95	65872	show_letter	to_remember	Q	10	5	Q
264.9261493623	305.95	66233	show_letter	to_remember	V	10	5	V
266.3679435873	305.7	66593	show_letter	to_remember	P	10	5	P
267.8087378163	305.95	66953	show_letter	to_ignore	N	10	5	gN
269.2505320412	900.85	67314	show_dash	work_memory	-	10	5	WM
273.0719167349	305.95	68269	show_letter	probe_target	F	10	5	rF
274.4295112971	0.0	68608	right_click	remembered_correct	n/a	10	5	1
274.8296096945	0.0	68708	sound_beep	feedback_correct	n/a	10	5	correct
275.774205911	0.0	68945	left_click	indicate_ready	n/a	10	5	255
275.8045057896	1257.05	68952	show_cross	fixate	+	11	3	nonWM
281.0506847763	305.95	70264	show_letter	to_ignore	H	11	3	gH
282.4925790009	305.925	70624	show_letter	to_remember	M	11	3	M
283.9341732267	305.725	70985	show_letter	to_ignore	W	11	3	gW
285.3749674557	305.95	71345	show_letter	to_ignore	N	11	3	gN
286.8167616806	305.975	71705	show_letter	to_remember	G	11	3	G
288.2585559056	305.95	72066	show_letter	to_ignore	B	11	3	gB
289.6993501346	305.95	72426	show_letter	to_remember	T	11	3	T
291.1411443595	305.95	72786	show_letter	to_ignore	L	11	3	gL
292.5829385845	519.65	73147	show_dash	work_memory	-	11	3	WM
294.8795293856	213.725	73721	show_letter	probe_target	T	11	3	rT
295.7075260691	0.0	73928	right_click	remembered_correct	n/a	11	3	1
296.1076244666	0.0	74028	sound_beep	feedback_correct	n/a	11	3	correct
296.6040224783	0.0	74152	right_click	indicate_ready	n/a	11	3	1
296.622322405	1257.05	74157	show_cross	fixate	+	12	7	nonWM
301.8684013921	305.975	75468	show_letter	to_remember	K	12	7	K
303.310195617	305.975	75829	show_letter	to_remember	G	12	7	G
304.751989842	305.95	76189	show_letter	to_remember	J	12	7	J
306.192784071	305.95	76549	show_letter	to_remember	Z	12	7	Z
307.6345782959	305.95	76910	show_letter	to_remember	H	12	7	H
309.0763725209	305.95	77270	show_letter	to_remember	D	12	7	D
310.5180667463	305.725	77631	show_letter	to_ignore	P	12	7	gP
311.9588609752	305.975	77991	show_letter	to_remember	V	12	7	V
313.4006552002	838.125	78351	show_dash	work_memory	-	12	7	WM
316.9712408984	293.175	79244	show_letter	probe_target	G	12	7	rG
318.1194362994	0.0	79531	right_click	remembered_correct	n/a	12	7	1
318.5195346968	0.0	79631	sound_beep	feedback_correct	n/a	12	7	correct
327.0842003915	0.0	81772	right_click	indicate_ready	n/a	12	7	1
327.1115002821	1257.075	81779	show_cross	fixate	+	13	7	nonWM
332.3577792684	305.95	83090	show_letter	to_remember	P	13	7	P
333.7994734938	305.925	83451	show_letter	to_ignore	Y	13	7	gY
335.2412677188	309.95	83811	show_letter	to_remember	R	13	7	R
336.6990618797	305.95	84176	show_letter	to_remember	T	13	7	T
338.1408561046	305.95	84536	show_letter	to_remember	B	13	7	B
339.5826503296	305.95	84897	show_letter	to_remember	G	13	7	G
341.024344555	305.725	85257	show_letter	to_remember	V	13	7	V
342.4651387839	305.95	85617	show_letter	to_remember	M	13	7	M
343.9069330089	716.65	85978	show_dash	work_memory	-	13	7	WM
346.9914206541	301.725	86749	show_letter	probe_target	P	13	7	rP
348.1775159033	0.0	87045	right_click	remembered_correct	n/a	13	7	1
348.5776143007	0.0	87145	sound_beep	feedback_correct	n/a	13	7	correct
349.2585115734	0.0	87316	left_click	indicate_ready	n/a	13	7	255
349.2871114589	1257.3	87323	show_cross	fixate	+	14	3	nonWM
354.5332904456	305.95	88634	show_letter	to_ignore	P	14	3	gP
355.9750846705	305.95	88995	show_letter	to_ignore	M	14	3	gM
357.4168788955	305.95	89355	show_letter	to_remember	D	14	3	D
358.8586731205	305.7	89716	show_letter	to_ignore	Z	14	3	gZ
360.2993673499	305.95	90076	show_letter	to_ignore	B	14	3	gB
361.7411615748	305.95	90436	show_letter	to_remember	R	14	3	R
363.1830557994	305.925	90797	show_letter	to_ignore	N	14	3	gN
364.6247500248	305.7	91157	show_letter	to_remember	G	14	3	G
366.0655442537	716.625	91517	show_dash	work_memory	-	14	3	WM
369.150031899	272.45	92289	show_letter	probe_not_shown	F	14	3	rF
370.2201276128	0.0	92556	left_click	ignored_correct	n/a	14	3	255
370.6202260102	0.0	92656	sound_beep	feedback_correct	n/a	14	3	correct
371.6175220156	0.0	92905	right_click	indicate_ready	n/a	14	3	1
371.647621895	1257.075	92913	show_cross	fixate	+	15	3	nonWM
376.8938008817	305.95	94224	show_letter	to_remember	B	15	3	B
378.3355951067	305.7	94585	show_letter	to_ignore	F	15	3	gF
379.7763893357	305.95	94945	show_letter	to_ignore	H	15	3	gH
381.2181835606	305.95	95306	show_letter	to_remember	R	15	3	R
382.6600777852	305.925	95666	show_letter	to_ignore	Z	15	3	gZ
384.101672011	305.725	96026	show_letter	to_remember	G	15	3	G
385.5424662399	305.95	96387	show_letter	to_ignore	M	15	3	gM
386.9842604649	305.95	96747	show_letter	to_ignore	V	15	3	gV
388.4260546899	825.375	97108	show_dash	work_memory	-	15	3	WM
391.9455405927	243.2	97987	show_letter	probe_target	B	15	3	rB
392.8955367876	0.0	98225	right_click	remembered_correct	n/a	15	3	1
393.295635185	0.0	98325	sound_beep	feedback_correct	n/a	15	3	correct
405.3142870449	0.0	101330	right_click	indicate_ready	n/a	15	3	1
405.338486948	1257.05	101336	show_cross	fixate	+	16	5	nonWM
410.5845659351	305.975	102647	show_letter	to_remember	V	16	5	V
412.0263601601	305.95	103008	show_letter	to_remember	W	16	5	W
413.467154389	305.95	103368	show_letter	to_ignore	Q	16	5	gQ
414.908948614	305.95	103728	show_letter	to_remember	S	16	5	S
416.350742839	305.95	104089	show_letter	to_ignore	T	16	5	gT
417.7925370639	305.7	104449	show_letter	to_remember	Z	16	5	Z
419.2333312929	305.925	104809	show_letter	to_remember	K	16	5	K
420.6750255183	305.95	105170	show_letter	to_ignore	X	16	5	gX
422.1169197429	750.1	105530	show_dash	work_memory	-	16	5	WM
425.3353068518	305.7	106335	show_letter	probe_target	W	16	5	rW
426.987500234	0.0	106748	right_click	remembered_correct	n/a	16	5	1
427.3877986306	0.0	106848	sound_beep	feedback_correct	n/a	16	5	correct
428.3585947421	0.0	107091	right_click	indicate_ready	n/a	16	5	1
428.3858946328	1257.05	107097	show_cross	fixate	+	17	7	nonWM
433.6321736191	305.925	108409	show_letter	to_remember	Z	17	7	Z
435.0737678449	305.725	108769	show_letter	to_remember	X	17	7	X
436.5145620738	305.95	109130	show_letter	to_remember	S	17	7	S
437.9563562988	305.975	109490	show_letter	to_remember	Y	17	7	Y
439.3981505238	305.7	109851	show_letter	to_remember	C	17	7	C
440.8389447528	305.95	110211	show_letter	to_remember	V	17	7	V
442.2807389777	305.95	110571	show_letter	to_remember	T	17	7	T
443.7226332023	305.925	110932	show_letter	to_ignore	W	17	7	gW
445.1642274281	645.15	111292	show_dash	work_memory	-	17	7	WM
447.9628162185	305.95	111992	show_letter	probe_target	V	17	7	rV
450.1108076148	0.0	112529	right_click	remembered_correct	n/a	17	7	1
450.5109060122	0.0	112629	sound_beep	feedback_correct	n/a	17	7	correct
452.4046984267	0.0	113102	right_click	indicate_ready	n/a	17	7	1
452.4380982929	1257.325	113111	show_cross	fixate	+	18	3	nonWM
457.6842772796	305.975	114422	show_letter	to_ignore	D	18	3	gD
459.1260715046	306.025	114783	show_letter	to_ignore	V	18	3	gV
460.5678657296	305.95	115143	show_letter	to_remember	G	18	3	G
462.0096599545	305.7	115503	show_letter	to_ignore	H	18	3	gH
463.4504541835	305.95	115864	show_letter	to_ignore	P	18	3	gP
464.8922484085	305.95	116224	show_letter	to_ignore	J	18	3	gJ
466.3340426335	305.95	116585	show_letter	to_remember	M	18	3	M
467.7757368588	305.7	116945	show_letter	to_remember	Z	18	3	Z
469.2165310878	586.65	117305	show_dash	work_memory	-	18	3	WM
471.7811208155	305.95	117946	show_letter	probe_not_shown	Y	18	3	rY
473.234014996	0.0	118310	left_click	ignored_correct	n/a	18	3	255
473.6341133934	0.0	118410	sound_beep	feedback_correct	n/a	18	3	correct
483.0686756038	0.0	120768	right_click	indicate_ready	n/a	18	3	1
483.0953754968	1257.05	120775	show_cross	fixate	+	19	3	nonWM
488.3415544835	305.95	122086	show_letter	to_ignore	G	19	3	gG
489.7833487085	305.95	122447	show_letter	to_remember	L	19	3	L
491.2251429334	305.7	122807	show_letter	to_remember	X	19	3	X
492.6659371624	305.95	123167	show_letter	to_ignore	P	19	3	gP
494.1076313878	305.975	123528	show_letter	to_ignore	H	19	3	gH
495.5495256124	305.925	123888	show_letter	to_ignore	M	19	3	gM
496.9912198377	305.7	124249	show_letter	to_remember	N	19	3	N
498.4320140667	305.95	124609	show_letter	to_ignore	R	19	3	gR
499.8738082917	683.125	124969	show_dash	work_memory	-	19	3	WM
502.8242964736	301.7	125707	show_letter	probe_not_shown	Z	19	3	rZ
504.0034917504	0.0	126002	left_click	ignored_correct	n/a	19	3	255
504.4035901479	0.0	126102	sound_beep	feedback_correct	n/a	19	3	correct
510.4895657708	0.0	127623	right_click	indicate_ready	n/a	19	3	1
510.5171656602	1257.3	127630	show_cross	fixate	+	20	7	nonWM
515.7633446469	305.95	128942	show_letter	to_remember	Y	20	7	Y
517.2051388719	305.95	129302	show_letter	to_ignore	W	20	7	gW
518.6468330973	305.975	129663	show_letter	to_remember	S	20	7	S
520.0886273223	305.7	130023	show_letter	to_remember	J	20	7	J
521.5294215512	305.95	130383	show_letter	to_remember	P	20	7	P
522.9712157762	305.95	130744	show_letter	to_remember	C	20	7	C
524.4131100008	305.925	131104	show_letter	to_remember	D	20	7	D
525.8547042265	305.725	131465	show_letter	to_remember	K	20	7	K
527.2954984555	884.375	131825	show_dash	work_memory	-	20	7	WM
531.0499834171	251.45	132763	show_letter	probe_target	C	20	7	rC
532.0307794886	0.0	133009	right_click	remembered_correct	n/a	20	7	1
532.430877886	0.0	133109	sound_beep	feedback_correct	n/a	20	7	correct
533.2963744193	0.0	133325	left_click	indicate_ready	n/a	20	7	255
533.3295742863	1257.325	133333	show_cross	fixate	+	21	7	nonWM
538.5766532694	305.75	134645	show_letter	to_remember	W	21	7	W
540.017547498	305.95	135005	show_letter	to_remember	D	21	7	D
541.459341723	305.975	135366	show_letter	to_remember	R	21	7	R
542.9011359479	305.95	135726	show_letter	to_remember	Z	21	7	Z
544.3419301769	305.95	136086	show_letter	to_remember	M	21	7	M
545.7837244019	305.95	136447	show_letter	to_ignore	T	21	7	gT
547.2254186272	305.95	136807	show_letter	to_remember	H	21	7	H
548.6672128522	305.7	137168	show_letter	to_remember	L	21	7	L
550.1080070812	976.35	137528	show_dash	work_memory	-	21	7	WM
554.2313905652	301.7	138559	show_letter	probe_target	W	21	7	rW
555.4175858139	0.0	138855	right_click	remembered_correct	n/a	21	7	1
555.8176842114	0.0	138955	sound_beep	feedback_correct	n/a	21	7	correct
559.609869022	0.0	139903	right_click	indicate_ready	n/a	21	7	1
559.6285689471	1257.3	139908	show_cross	fixate	+	22	7	nonWM
564.8757479298	305.7	141220	show_letter	to_remember	J	22	7	J
566.3165421587	305.95	141580	show_letter	to_remember	T	22	7	T
567.7582363841	305.95	141941	show_letter	to_remember	L	22	7	L
569.2001306087	305.925	142301	show_letter	to_remember	X	22	7	X
570.641824834	305.7	142661	show_letter	to_remember	S	22	7	S
572.082619063	305.95	143022	show_letter	to_remember	G	22	7	G
573.524413288	305.95	143382	show_letter	to_remember	Q	22	7	Q
574.9661075134	305.725	143743	show_letter	to_ignore	R	22	7	gR
576.4069017423	611.925	144103	show_dash	work_memory	-	22	7	WM
579.0724910654	305.95	144769	show_letter	probe_not_shown	Y	22	7	rY
580.6238848514	0.0	145157	left_click	ignored_correct	n/a	22	7	255
581.0239832488	0.0	145257	sound_beep	feedback_correct	n/a	22	7	correct
589.0085512671	0.0	147253	right_click	indicate_ready	n/a	22	7	1
589.0291511846	1257.025	147258	show_cross	fixate	+	23	3	nonWM
594.2751301721	306.0	148570	show_letter	to_ignore	K	23	3	gK
595.7170243966	305.925	148930	show_letter	to_ignore	H	23	3	gH
597.158718622	305.7	149291	show_letter	to_remember	L	23	3	L
598.599512851	305.95	149651	show_letter	to_remember	V	23	3	V
600.0413070759	305.95	150011	show_letter	to_remember	R	23	3	R
601.4830013013	305.725	150372	show_letter	to_ignore	C	23	3	gC
602.9237955303	305.95	150732	show_letter	to_ignore	J	23	3	gJ
604.3655897552	305.95	151092	show_letter	to_ignore	Y	23	3	gY
605.8074839798	506.9	151453	show_dash	work_memory	-	23	3	WM
608.0530749852	305.95	152014	show_letter	probe_target	R	23	3	rR
609.3107699476	0.0	152329	right_click	remembered_correct	n/a	23	3	1
609.710868345	0.0	152429	sound_beep	feedback_correct	n/a	23	3	correct
610.4972651951	0.0	152625	right_click	indicate_ready	n/a	23	3	1
610.5176651134	1257.05	152630	show_cross	fixate	+	24	3	nonWM
615.7638441001	305.95	153942	show_letter	to_ignore	R	24	3	gR
617.2056383251	305.7	154302	show_letter	to_ignore	X	24	3	gX
618.6464325541	305.95	154663	show_letter	to_remember	S	24	3	S
620.0881267794	305.975	155023	show_letter	to_remember	P	24	3	P
621.5299210044	305.7	155383	show_letter	to_remember	N	24	3	N
622.9707152334	305.95	155744	show_letter	to_ignore	D	24	3	gD
624.4125094584	305.95	156104	show_letter	to_ignore	G	24	3	gG
625.8544036829	305.925	156465	show_letter	to_ignore	J	24	3	gJ
627.2959979087	691.4	156825	show_dash	work_memory	-	24	3	WM
630.2795859581	213.725	157571	show_letter	probe_not_shown	M	24	3	rM
631.1158826083	0.0	157780	left_click	ignored_correct	n/a	24	3	255
631.5160810054	0.0	157880	sound_beep	feedback_correct	n/a	24	3	correct
632.6978762717	0.0	158175	right_click	indicate_ready	n/a	24	3	1
632.7261761584	1257.075	158183	show_cross	fixate	+	25	5	nonWM
637.9723551451	305.925	159494	show_letter	to_ignore	Z	25	5	gZ
639.4141493701	305.95	159855	show_letter	to_remember	W	25	5	W
640.8560435946	305.925	160215	show_letter	to_ignore	T	25	5	gT
642.29773782	305.7	160575	show_letter	to_remember	R	25	5	R
643.738532049	305.95	160936	show_letter	to_remember	H	25	5	H
645.1802262743	305.975	161296	show_letter	to_remember	L	25	5	L
646.6220204993	305.95	161657	show_letter	to_remember	D	25	5	D
648.0628147283	305.95	162017	show_letter	to_ignore	J	25	5	gJ
649.5046089532	712.4	162377	show_dash	work_memory	-	25	5	WM
652.5720966666	305.975	163144	show_letter	probe_target	H	25	5	rH
654.5032889313	0.0	163627	right_click	remembered_correct	n/a	25	5	1
654.9034873283	0.0	163727	sound_beep	feedback_correct	n/a	25	5	correct
655.584384601	0.0	163897	left_click	indicate_ready	n/a	25	5	255
