onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
480.170544043	599.15	120044	show_dash	work_memory	-	18	5	WM
482.7851360638	305.975	120697	show_letter	probe_not_shown	J	18	5	rJ
484.9374294955	0.0	121235	left_click	ignored_correct	n/a	18	5	255
485.3375282745	0.0	121335	sound_beep	feedback_correct	n/a	18	5	correct
490.975411069	0.0	122745	right_click	indicate_ready	n/a	18	5	1
490.9978110007	1257.325	122750	show_cross	fixate	+	19	3	nonWM
496.2449949875	305.725	124062	show_letter	to_ignore	D	19	3	gD
497.6857905905	305.95	124422	show_letter	to_remember	Y	19	3	Y
499.1275861905	305.95	124783	show_letter	to_ignore	T	19	3	gT
500.5694817902	305.925	125143	show_letter	to_ignore	J	19	3	gJ
502.0111773904	305.7	125504	show_letter	to_ignore	M	19	3	gM
503.4519729935	305.95	125864	show_letter	to_remember	K	19	3	K
504.8936685938	305.975	126224	show_letter	to_remember	B	19	3	B
506.3354641937	305.95	126585	show_letter	to_ignore	F	19	3	gF
507.7762597968	813.125	126945	show_dash	work_memory	-	19	3	WM
511.2467492056	305.7	127813	show_letter	probe_target	B	19	3	rB
512.7279446854	0.0	128183	right_click	remembered_correct	n/a	19	3	1
513.1280434644	0.0	128283	sound_beep	feedback_correct	n/a	19	3	correct
522.2727155569	0.0	130569	right_click	indicate_ready	n/a	19	3	1
522.292015498	1257.325	130574	show_cross	fixate	+	20	7	nonWM
527.5381994879	305.95	131886	show_letter	to_remember	X	20	7	X
528.9799950879	305.95	132246	show_letter	to_ignore	C	20	7	gC
530.4217906879	305.95	132606	show_letter	to_remember	J	20	7	J
531.8635862878	305.7	132967	show_letter	to_remember	H	20	7	H
533.3042818912	305.975	133327	show_letter	to_remember	N	20	7	N
534.7460774911	305.95	133688	show_letter	to_remember	D	20	7	D
536.1879730908	305.925	134048	show_letter	to_remember	P	20	7	P
537.6296686911	305.7	134408	show_letter	to_remember	S	20	7	S
539.0704642941	888.35	134769	show_dash	work_memory	-	20	7	WM
542.8418527847	305.95	135711	show_letter	probe_not_shown	L	20	7	rL
544.8426466788	0.0	136212	left_click	ignored_correct	n/a	20	7	255
545.2427454578	0.0	136312	sound_beep	feedback_correct	n/a	20	7	correct
547.1892395175	0.0	136798	right_click	indicate_ready	n/a	20	7	1
547.2171394324	1257.075	136805	show_cross	fixate	+	21	7	nonWM
552.4635234216	305.925	138117	show_letter	to_remember	W	21	7	W
553.9051190222	305.7	138477	show_letter	to_remember	K	21	7	K
555.3459146252	305.95	138837	show_letter	to_remember	M	21	7	M
556.7877102252	305.975	139198	show_letter	to_remember	C	21	7	C
558.2295058252	305.95	139558	show_letter	to_remember	Q	21	7	Q
559.6703014282	305.95	139919	show_letter	to_ignore	G	21	7	gG
561.1120970282	305.95	140279	show_letter	to_remember	B	21	7	B
562.5537926285	305.95	140639	show_letter	to_remember	T	21	7	T
563.9955882285	578.175	141000	show_dash	work_memory	-	21	7	WM
566.5261805057	305.975	141633	show_letter	probe_target	B	21	7	rB
567.9662761108	0.0	141993	right_click	remembered_correct	n/a	21	7	1
568.3663748898	0.0	142093	sound_beep	feedback_correct	n/a	21	7	correct
572.9231609836	0.0	143232	right_click	indicate_ready	n/a	21	7	1
572.9462609131	1257.05	143238	show_cross	fixate	+	22	7	nonWM
578.192444903	305.95	144549	show_letter	to_remember	T	22	7	T
579.6341405032	305.725	144910	show_letter	to_ignore	H	22	7	gH
581.0749361063	305.95	145270	show_letter	to_remember	X	22	7	X
582.5167317062	305.925	145630	show_letter	to_remember	S	22	7	S
583.9586273059	305.925	145991	show_letter	to_remember	W	22	7	W
585.4003229062	305.7	146351	show_letter	to_remember	Q	22	7	Q
586.8411185092	305.95	146711	show_letter	to_remember	K	22	7	K
588.2829141092	305.95	147072	show_letter	to_remember	D	22	7	D
589.7245097098	582.45	147432	show_dash	work_memory	-	22	7	WM
592.2722019348	305.975	148069	show_letter	probe_not_shown	F	22	7	rF
594.1482962094	0.0	148538	left_click	ignored_correct	n/a	22	7	255
594.5484949881	0.0	148638	sound_beep	feedback_correct	n/a	22	7	correct
603.2184685294	0.0	150806	right_click	indicate_ready	n/a	22	7	1
603.2505684314	1257.3	150814	show_cross	fixate	+	23	3	nonWM
608.4977524182	305.7	152125	show_letter	to_remember	P	23	3	P
609.9385480212	305.95	152486	show_letter	to_ignore	T	23	3	gT
611.3803436212	305.95	152846	show_letter	to_ignore	Z	23	3	gZ
612.8221392212	305.95	153207	show_letter	to_ignore	Q	23	3	gQ
614.2638348215	305.7	153567	show_letter	to_remember	V	23	3	V
615.7046304245	305.95	153927	show_letter	to_ignore	B	23	3	gB
617.1464260245	305.95	154288	show_letter	to_remember	X	23	3	X
618.5882216245	305.7	154648	show_letter	to_ignore	G	23	3	gG
620.0290172275	678.9	155008	show_dash	work_memory	-	23	3	WM
622.9625082751	305.95	155742	show_letter	probe_target	V	23	3	rV
624.8391025482	0.0	156211	right_click	remembered_correct	n/a	23	3	1
625.2392013272	0.0	156311	sound_beep	feedback_correct	n/a	23	3	correct
627.5812941797	0.0	156896	right_click	indicate_ready	n/a	23	3	1
627.6058941046	1257.05	156902	show_cross	fixate	+	24	3	nonWM
632.8519780948	305.975	158214	show_letter	to_ignore	F	24	3	gF
634.2937736948	305.95	158574	show_letter	to_ignore	B	24	3	gB
635.7345692978	305.95	158935	show_letter	to_ignore	C	24	3	gC
637.1763648978	305.95	159295	show_letter	to_remember	R	24	3	R
638.6181604977	305.95	159656	show_letter	to_remember	M	24	3	M
640.059856098	305.725	160016	show_letter	to_ignore	J	24	3	gJ
641.500651701	305.95	160376	show_letter	to_ignore	H	24	3	gH
642.942447301	305.95	160737	show_letter	to_remember	T	24	3	T
644.3843429007	578.125	161097	show_dash	work_memory	-	24	3	WM
646.9148351782	305.95	161730	show_letter	probe_not_shown	S	24	3	rS
648.4637304514	0.0	162117	left_click	ignored_correct	n/a	24	3	255
648.8638292303	0.0	162217	sound_beep	feedback_correct	n/a	24	3	correct
656.7956050244	0.0	164200	right_click	indicate_ready	n/a	24	3	1
656.821304946	1257.05	164206	show_cross	fixate	+	25	7	nonWM
662.0674889359	306.0	165518	show_letter	to_ignore	X	25	7	gX
663.5093845355	305.925	165878	show_letter	to_remember	J	25	7	J
664.9510801358	305.7	166239	show_letter	to_remember	N	25	7	N
666.3918757388	305.95	166599	show_letter	to_remember	R	25	7	R
667.8335713391	305.975	166959	show_letter	to_remember	S	25	7	S
669.2753669391	309.95	167320	show_letter	to_remember	V	25	7	V
670.7331624902	305.95	167684	show_letter	to_remember	Y	25	7	Y
672.1749580902	305.95	168045	show_letter	to_remember	H	25	7	H
673.6167536902	536.15	168405	show_dash	work_memory	-	25	7	WM
675.9793464801	305.95	168996	show_letter	probe_not_shown	C	25	7	rC
677.7834409744	0.0	169447	left_click	ignored_correct	n/a	25	7	255
678.1835397534	0.0	169547	sound_beep	feedback_correct	n/a	25	7	correct
679.9982342154	0.0	170001	right_click	indicate_ready	n/a	25	7	1
