onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
220.1321674299	305.925	55034	show_letter	to_ignore	M	10	5	gM
221.5737638554	305.7	55394	show_letter	to_remember	R	10	5	R
223.0145602828	305.95	55755	show_letter	to_ignore	D	10	5	gD
224.4563567078	305.975	56115	show_letter	to_remember	N	10	5	N
225.8981531328	305.95	56476	show_letter	to_ignore	Q	10	5	gQ
227.3389495603	532.4	56836	show_dash	work_memory	-	10	5	WM
229.6855437417	217.975	57422	show_letter	probe_not_shown	K	10	5	rK
230.5374416294	0.0	57635	left_click	ignored_correct	n/a	10	5	255
230.9375406373	0.0	57735	sound_beep	feedback_correct	n/a	10	5	correct
232.0137379688	0.0	58004	right_click	indicate_ready	n/a	10	5	1
232.032237923	1257.3	58009	show_cross	fixate	+	11	5	nonWM
237.2794249123	305.7	59321	show_letter	to_remember	M	11	5	M
238.72012134	305.975	59681	show_letter	to_remember	R	11	5	R
240.1619177649	305.95	60041	show_letter	to_remember	L	11	5	L
241.6038141897	305.925	60402	show_letter	to_ignore	X	11	5	gX
243.0455106149	305.7	60762	show_letter	to_ignore	G	11	5	gG
244.4863070424	305.95	61123	show_letter	to_remember	W	11	5	W
245.9280034676	305.975	61483	show_letter	to_remember	F	11	5	F
247.3697998926	305.975	61843	show_letter	to_ignore	D	11	5	gD
248.81059632	549.175	62204	show_dash	work_memory	-	11	5	WM
251.2241903354	159.5	62807	show_letter	probe_target	F	11	5	rF
251.8386888117	0.0	62961	right_click	remembered_correct	n/a	11	5	1
252.2387878196	0.0	63061	sound_beep	feedback_correct	n/a	11	5	correct
252.7086866545	0.0	63178	left_click	indicate_ready	n/a	11	5	255
252.7329865942	1257.325	63184	show_cross	fixate	+	12	5	nonWM
257.979173586	305.95	64496	show_letter	to_remember	R	12	5	R
259.420970011	305.95	64856	show_letter	to_ignore	B	12	5	gB
260.862766436	305.95	65217	show_letter	to_remember	Y	12	5	Y
262.3045628609	305.7	65577	show_letter	to_remember	C	12	5	C
263.7453592884	305.95	65937	show_letter	to_ignore	Q	12	5	gQ
265.1870557136	306.0	66298	show_letter	to_ignore	F	12	5	gF
266.6289521384	305.925	66658	show_letter	to_remember	N	12	5	N
268.0706485636	305.7	67019	show_letter	to_remember	L	12	5	L
269.5114449911	628.675	67379	show_dash	work_memory	-	12	5	WM
272.2441382152	159.225	68062	show_letter	probe_not_shown	Z	12	5	rZ
272.8498367133	0.0	68213	left_click	ignored_correct	n/a	12	5	255
273.2499357212	0.0	68313	sound_beep	feedback_correct	n/a	12	5	correct
275.6970296535	0.0	68925	left_click	indicate_ready	n/a	12	5	255
275.7305295705	1257.05	68934	show_cross	fixate	+	13	7	nonWM
280.9767165622	305.95	70245	show_letter	to_remember	P	13	7	P
282.4185129872	305.7	70606	show_letter	to_remember	L	13	7	L
283.8592094149	305.95	70966	show_letter	to_remember	H	13	7	H
285.3010058399	305.95	71326	show_letter	to_remember	K	13	7	K
286.7429022646	305.925	71687	show_letter	to_remember	B	13	7	B
288.1845986899	305.7	72047	show_letter	to_remember	Q	13	7	Q
289.6252951176	305.975	72407	show_letter	to_ignore	T	13	7	gT
291.0670915425	305.975	72768	show_letter	to_remember	J	13	7	J
292.5088879675	993.125	73128	show_dash	work_memory	-	13	7	WM
296.6992775772	146.725	74176	show_letter	probe_target	H	13	7	rH
297.2616761827	0.0	74316	right_click	remembered_correct	n/a	13	7	1
297.6618751904	0.0	74416	sound_beep	feedback_correct	n/a	13	7	correct
302.2442638281	0.0	75562	left_click	indicate_ready	n/a	13	7	255
302.264463778	1257.05	75567	show_cross	fixate	+	14	5	nonWM
307.5106507698	305.7	76879	show_letter	to_remember	G	14	5	G
308.9513471975	305.975	77239	show_letter	to_ignore	K	14	5	gK
310.3931436225	305.975	77599	show_letter	to_remember	M	14	5	M
311.8350400472	305.925	77960	show_letter	to_remember	D	14	5	D
313.2767364724	305.7	78320	show_letter	to_ignore	R	14	5	gR
314.7175328999	305.95	78680	show_letter	to_ignore	C	14	5	gC
316.1592293251	306.0	79041	show_letter	to_remember	B	14	5	B
317.6010257501	305.95	79401	show_letter	to_remember	Y	14	5	Y
319.0418221775	854.875	79761	show_dash	work_memory	-	14	5	WM
322.6793131582	175.975	80671	show_letter	probe_target	Y	14	5	rY
323.3608114684	0.0	80841	right_click	remembered_correct	n/a	14	5	1
323.7609104763	0.0	80941	sound_beep	feedback_correct	n/a	14	5	correct
324.9688074812	0.0	81243	left_click	indicate_ready	n/a	14	5	255
324.9929074215	1257.075	81249	show_cross	fixate	+	15	7	nonWM
330.2390944132	305.975	82561	show_letter	to_remember	L	15	7	L
331.6808908382	305.7	82921	show_letter	to_remember	K	15	7	K
333.1216872657	305.95	83281	show_letter	to_remember	G	15	7	G
334.5634836907	305.95	83642	show_letter	to_remember	Z	15	7	Z
336.0051801159	305.975	84002	show_letter	to_remember	H	15	7	H
337.4469765409	305.725	84363	show_letter	to_remember	W	15	7	W
338.8877729683	305.95	84723	show_letter	to_ignore	M	15	7	gM
340.3295693933	305.975	85083	show_letter	to_remember	D	15	7	D
341.7713658183	951.1	85444	show_dash	work_memory	-	15	7	WM
345.7937558445	163.475	86449	show_letter	probe_not_shown	Q	15	7	rQ
346.4280542718	0.0	86608	right_click	remembered_incorrect	n/a	15	7	1
346.8281532797	0.0	86708	sound_buzz	feedback_incorrect	n/a	15	7	wrong
348.6688487156	0.0	87168	left_click	indicate_ready	n/a	15	7	255
348.6932486551	1257.325	87174	show_cross	fixate	+	16	3	nonWM
353.9405356441	305.7	88486	show_letter	to_ignore	D	16	3	gD
355.3812320718	305.975	88846	show_letter	to_ignore	H	16	3	gH
356.8230284968	305.975	89207	show_letter	to_ignore	G	16	3	gG
358.2648249218	305.95	89567	show_letter	to_remember	C	16	3	C
359.7056213492	305.95	89927	show_letter	to_remember	S	16	3	S
361.1474177742	305.95	90288	show_letter	to_remember	N	16	3	N
362.5892141992	305.95	90648	show_letter	to_ignore	M	16	3	gM
364.0309106244	305.7	91009	show_letter	to_ignore	F	16	3	gF
365.4717070519	930.35	91369	show_dash	work_memory	-	16	3	WM
369.4110972839	184.475	92354	show_letter	probe_target	S	16	3	rS
370.1279955063	0.0	92533	right_click	remembered_correct	n/a	16	3	1
370.5280945143	0.0	92633	sound_beep	feedback_correct	n/a	16	3	correct
374.319585113	0.0	93581	left_click	indicate_ready	n/a	16	3	255
374.339385064	1257.05	93586	show_cross	fixate	+	17	3	nonWM
379.5856720555	305.925	94897	show_letter	to_ignore	S	17	3	gS
381.0273684807	305.7	95258	show_letter	to_remember	G	17	3	G
382.4681649082	305.95	95618	show_letter	to_ignore	N	17	3	gN
383.9098613334	305.95	95978	show_letter	to_ignore	B	17	3	gB
385.3516577584	305.7	96339	show_letter	to_remember	L	17	3	L
386.7924541858	305.95	96699	show_letter	to_ignore	Q	17	3	gQ
388.2342506108	305.95	97060	show_letter	to_ignore	Z	17	3	gZ
389.6761470355	305.925	97420	show_letter	to_remember	P	17	3	P
391.1178434608	800.375	97780	show_dash	work_memory	-	17	3	WM
394.5362349847	172.0	98635	show_letter	probe_not_shown	X	17	3	rX
395.1986333422	0.0	98801	left_click	ignored_correct	n/a	17	3	255
395.5988323499	0.0	98901	sound_beep	feedback_correct	n/a	17	3	correct
396.4640302046	0.0	99117	right_click	indicate_ready	n/a	17	3	1
396.4979301205	1257.075	99125	show_cross	fixate	+	18	3	nonWM
401.7441171123	305.95	100437	show_letter	to_ignore	F	18	3	gF
403.186013537	305.925	100798	show_letter	to_remember	S	18	3	S
404.6277099623	305.7	101158	show_letter	to_ignore	M	18	3	gM
406.0685063897	305.95	101518	show_letter	to_ignore	D	18	3	gD
407.5103028147	305.95	101879	show_letter	to_remember	Y	18	3	Y
408.9519992399	305.725	102239	show_letter	to_remember	N	18	3	N
410.3927956674	305.975	102599	show_letter	to_ignore	Q	18	3	gQ
411.8345920924	305.95	102960	show_letter	to_ignore	K	18	3	gK
413.2763885173	691.4	103320	show_dash	work_memory	-	18	3	WM
416.2599811193	242.95	104066	show_letter	probe_not_shown	R	18	3	rR
417.2112787605	0.0	104304	left_click	ignored_correct	n/a	18	3	255
417.6113777685	0.0	104404	sound_beep	feedback_correct	n/a	18	3	correct
418.9511744464	0.0	104739	right_click	indicate_ready	n/a	18	3	1
418.9754743861	1257.075	104745	show_cross	fixate	+	19	5	nonWM
424.2216613779	305.975	106056	show_letter	to_ignore	M	19	5	gM
425.6634578029	305.725	106417	show_letter	to_remember	V	19	5	V
427.1042542303	305.95	106777	show_letter	to_remember	G	19	5	G
428.5460506553	305.975	107138	show_letter	to_remember	F	19	5	F
429.9878470803	305.95	107498	show_letter	to_ignore	R	19	5	gR
431.4296435053	305.675	107858	show_letter	to_remember	X	19	5	X
432.8704399327	305.95	108219	show_letter	to_remember	W	19	5	W
434.312136358	305.975	108579	show_letter	to_ignore	Y	19	5	gY
435.7539327829	758.4	108939	show_dash	work_memory	-	19	5	WM
439.0054247207	213.725	109752	show_letter	probe_not_shown	J	19	5	rJ
439.8301226758	0.0	109959	left_click	ignored_correct	n/a	19	5	255
440.2303216835	0.0	110059	sound_beep	feedback_correct	n/a	19	5	correct
441.2801190804	0.0	110321	right_click	indicate_ready	n/a	19	5	1
441.3021190259	1257.025	110327	show_cross	fixate	+	20	7	nonWM
446.5484060174	305.925	111638	show_letter	to_remember	Y	20	7	Y
447.9901024426	305.7	111999	show_letter	to_ignore	V	20	7	gV
449.4307988703	305.975	112359	show_letter	to_remember	F	20	7	F
450.8725952953	305.975	112719	show_letter	to_remember	R	20	7	R
452.3142917205	305.975	113080	show_letter	to_remember	C	20	7	C
453.7551881478	305.95	113440	show_letter	to_remember	Z	20	7	Z
455.1969845727	305.95	113800	show_letter	to_remember	Q	20	7	Q
456.638680998	305.975	114161	show_letter	to_remember	D	20	7	D
458.0805774227	972.1	114521	show_dash	work_memory	-	20	7	WM
462.1869672407	221.95	115548	show_letter	probe_not_shown	K	20	7	rK
463.0553650874	0.0	115765	left_click	ignored_correct	n/a	20	7	255
463.4554640953	0.0	115865	sound_beep	feedback_correct	n/a	20	7	correct
465.1379599235	0.0	116285	right_click	indicate_ready	n/a	20	7	1
465.1704598429	1257.05	116294	show_cross	fixate	+	21	5	nonWM
470.4166468347	305.975	117605	show_letter	to_ignore	Q	21	5	gQ
471.8584432597	305.95	117966	show_letter	to_ignore	W	21	5	gW
473.3001396849	305.725	118326	show_letter	to_remember	C	21	5	C
474.7409361123	305.95	118686	show_letter	to_remember	K	21	5	K
476.1827325373	305.95	119047	show_letter	to_remember	J	21	5	J
477.6245289623	305.7	119407	show_letter	to_ignore	P	21	5	gP
479.06522539	305.975	119767	show_letter	to_remember	V	21	5	V
480.5071218147	305.95	120128	show_letter	to_remember	M	21	5	M
481.9490182395	708.1	120488	show_dash	work_memory	-	21	5	WM
484.9994106758	142.475	121251	show_letter	probe_target	M	21	5	rM
485.5423093297	0.0	121387	right_click	remembered_correct	n/a	21	5	1
485.9424083376	0.0	121487	sound_beep	feedback_correct	n/a	21	5	correct
486.5704067805	0.0	121644	left_click	indicate_ready	n/a	21	5	255
486.5921067267	1257.075	121649	show_cross	fixate	+	22	3	nonWM
491.8382937184	305.975	122961	show_letter	to_ignore	Z	22	3	gZ
493.2800901434	305.725	123321	show_letter	to_remember	M	22	3	M
494.7208865709	305.95	123681	show_letter	to_ignore	P	22	3	gP
496.1626829959	305.95	124042	show_letter	to_ignore	N	22	3	gN
497.6044794208	305.7	124402	show_letter	to_remember	F	22	3	F
499.0452758483	305.95	124762	show_letter	to_remember	L	22	3	L
500.4869722735	306.0	125123	show_letter	to_ignore	D	22	3	gD
501.9287686985	305.95	125483	show_letter	to_ignore	H	22	3	gH
503.3705651235	544.7	125844	show_dash	work_memory	-	22	3	WM
505.7672591807	221.95	126443	show_letter	probe_not_shown	J	22	3	rJ
506.6320570364	0.0	126659	left_click	ignored_correct	n/a	22	3	255
507.0321560444	0.0	126759	sound_beep	feedback_correct	n/a	22	3	correct
508.1083533759	0.0	127028	right_click	indicate_ready	n/a	22	3	1
508.1308533201	1257.075	127034	show_cross	fixate	+	23	5	nonWM
513.3770403118	305.95	128345	show_letter	to_remember	H	23	5	H
514.8178367393	305.95	128705	show_letter	to_remember	W	23	5	W
516.2596331643	305.95	129066	show_letter	to_ignore	Z	23	5	gZ
517.7013295895	305.975	129426	show_letter	to_ignore	Q	23	5	gQ
519.1431260145	305.725	129787	show_letter	to_ignore	F	23	5	gF
520.5839224419	305.95	130147	show_letter	to_remember	T	23	5	T
522.0257188669	305.975	130507	show_letter	to_remember	S	23	5	S
523.4675152919	305.95	130868	show_letter	to_remember	M	23	5	M
524.9093117169	649.4	131228	show_dash	work_memory	-	23	5	WM
527.7248047357	263.975	131932	show_letter	probe_not_shown	B	23	5	rB
528.7500021937	0.0	132189	left_click	ignored_correct	n/a	23	5	255
529.1501012016	0.0	132289	sound_beep	feedback_correct	n/a	23	5	correct
530.7798971604	0.0	132696	right_click	indicate_ready	n/a	23	5	1
530.8093970873	1257.05	132703	show_cross	fixate	+	24	7	nonWM
536.055584079	305.95	134015	show_letter	to_remember	Z	24	7	Z
537.4963805065	305.95	134375	show_letter	to_remember	P	24	7	P
538.9380769317	305.95	134736	show_letter	to_remember	W	24	7	W
540.3798733567	305.95	135096	show_letter	to_remember	Q	24	7	Q
541.8216697817	305.7	135456	show_letter	to_ignore	B	24	7	gB
543.2624662091	305.95	135817	show_letter	to_remember	G	24	7	G
544.7042626341	305.975	136177	show_letter	to_remember	J	24	7	J
546.1460590591	305.95	136538	show_letter	to_remember	M	24	7	M
547.5867554868	557.425	136898	show_dash	work_memory	-	24	7	WM
550.0344494176	234.7	137510	show_letter	probe_not_shown	V	24	7	rV
550.9470471548	0.0	137738	left_click	ignored_correct	n/a	24	7	255
551.3471461627	0.0	137838	sound_beep	feedback_correct	n/a	24	7	correct
556.8522325125	0.0	139214	right_click	indicate_ready	n/a	24	7	1
556.8733324602	1257.075	139219	show_cross	fixate	+	25	3	nonWM
562.119519452	306.0	140531	show_letter	to_ignore	Z	25	3	gZ
563.5614158767	305.925	140891	show_letter	to_remember	K	25	3	K
565.0031123019	305.7	141252	show_letter	to_ignore	H	25	3	gH
566.4439087294	305.95	141612	show_letter	to_remember	P	25	3	P
567.8857051544	305.95	141972	show_letter	to_remember	C	25	3	C
569.3275015793	305.7	142333	show_letter	to_ignore	S	25	3	gS
570.768198007	305.975	142693	show_letter	to_ignore	V	25	3	gV
572.209994432	305.95	143053	show_letter	to_ignore	X	25	3	gX
573.6518908568	720.625	143414	show_dash	work_memory	-	25	3	WM
576.7522831692	180.225	144189	show_letter	probe_target	C	25	3	rC
577.441181461	0.0	144361	right_click	remembered_correct	n/a	25	3	1
577.8412804689	0.0	144461	sound_beep	feedback_correct	n/a	25	3	correct
579.9191753167	0.0	144981	left_click	indicate_ready	n/a	25	3	255
