onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
86.9930255483	305.95	21749	show_letter	to_remember	R	4	7	R
88.4348313233	305.95	22110	show_letter	to_remember	G	4	7	G
89.8767370988	305.925	22470	show_letter	to_remember	B	4	7	B
91.318342873	305.725	22831	show_letter	to_remember	T	4	7	T
92.759148644	519.675	23191	show_dash	work_memory	-	4	7	WM
95.0558578433	276.45	23765	show_letter	probe_target	Z	4	7	rZ
96.142062194	0.0	24037	right_click	remembered_correct	n/a	4	7	1
96.542263797	0.0	24137	sound_beep	feedback_correct	n/a	4	7	correct
99.7538766608	0.0	24939	right_click	indicate_ready	n/a	4	7	1
99.7821767742	1257.3	24947	show_cross	fixate	+	5	7	nonWM
105.0293977915	305.7	26258	show_letter	to_remember	X	5	7	X
106.4701035621	305.975	26619	show_letter	to_ignore	C	5	7	gC
107.9119093371	305.975	26979	show_letter	to_remember	J	5	7	J
109.3538151126	305.925	27339	show_letter	to_remember	H	5	7	H
110.7955208872	305.7	27700	show_letter	to_remember	N	5	7	N
112.2363266582	305.95	28060	show_letter	to_remember	D	5	7	D
113.6781324333	305.975	28421	show_letter	to_remember	P	5	7	P
115.1198382079	305.975	28781	show_letter	to_remember	S	5	7	S
116.5606439789	884.375	29141	show_dash	work_memory	-	5	7	WM
120.3161590213	305.7	30080	show_letter	probe_not_shown	L	5	7	rL
121.7145646225	0.0	30430	left_click	ignored_correct	n/a	5	7	255
122.1146662251	0.0	30530	sound_beep	feedback_correct	n/a	5	7	correct
122.8481691631	0.0	30713	right_click	indicate_ready	n/a	5	7	1
122.8807692937	1257.05	30721	show_cross	fixate	+	6	3	nonWM
128.1269903069	305.95	32033	show_letter	to_ignore	F	6	3	gF
129.567796078	305.95	32393	show_letter	to_ignore	B	6	3	gB
131.0095018526	305.975	32753	show_letter	to_ignore	C	6	3	gC
132.4513076276	305.975	33114	show_letter	to_remember	R	6	3	R
133.8931134027	305.7	33474	show_letter	to_remember	M	6	3	M
135.3339191737	305.95	33834	show_letter	to_ignore	J	6	3	gJ
136.7757249487	305.95	34195	show_letter	to_ignore	H	6	3	gH
138.2176307242	305.925	34555	show_letter	to_remember	T	6	3	T
139.6592364984	578.175	34916	show_dash	work_memory	-	6	3	WM
142.1899466349	293.2	35548	show_letter	probe_not_shown	S	6	3	rS
143.3325512115	0.0	35834	left_click	ignored_correct	n/a	6	3	255
143.7326528141	0.0	35934	sound_beep	feedback_correct	n/a	6	3	correct
145.7843610321	0.0	36447	right_click	indicate_ready	n/a	6	3	1
145.8103611362	1257.075	36454	show_cross	fixate	+	7	3	nonWM
151.0565821495	305.95	37765	show_letter	to_ignore	S	7	3	gS
152.4983879245	305.95	38126	show_letter	to_remember	Z	7	3	Z
153.9401936996	305.7	38486	show_letter	to_remember	F	7	3	F
155.3809994706	305.95	38846	show_letter	to_ignore	D	7	3	gD
156.8227052452	305.975	39207	show_letter	to_ignore	G	7	3	gG
158.2646110207	305.95	39567	show_letter	to_remember	W	7	3	W
159.7063167953	305.7	39928	show_letter	to_ignore	V	7	3	gV
161.1471225663	305.95	40288	show_letter	to_ignore	Q	7	3	gQ
162.5889283414	787.875	40648	show_dash	work_memory	-	7	3	WM
165.9584418377	255.45	41491	show_letter	probe_not_shown	L	7	3	rL
166.9540458255	0.0	41740	left_click	ignored_correct	n/a	7	3	255
167.354147428	0.0	41840	sound_beep	feedback_correct	n/a	7	3	correct
171.0931624043	0.0	42774	right_click	indicate_ready	n/a	7	3	1
171.1206625145	1257.05	42781	show_cross	fixate	+	8	3	nonWM
176.3668835278	305.95	44093	show_letter	to_ignore	J	8	3	gJ
177.8086893028	305.95	44453	show_letter	to_ignore	C	8	3	gC
179.2504950779	305.7	44814	show_letter	to_ignore	L	8	3	gL
180.6912008485	305.975	45174	show_letter	to_remember	S	8	3	S
182.1330066235	306.0	45534	show_letter	to_remember	G	8	3	G
183.5748123985	305.95	45895	show_letter	to_remember	V	8	3	V
185.0166181736	305.7	46255	show_letter	to_ignore	R	8	3	gR
186.4574239446	305.95	46615	show_letter	to_ignore	T	8	3	gT
187.8992297196	557.4	46976	show_dash	work_memory	-	8	3	WM
190.3468395233	305.7	47588	show_letter	probe_target	V	8	3	rV
191.8413455095	0.0	47961	right_click	remembered_correct	n/a	8	3	1
192.241447112	0.0	48061	sound_beep	feedback_correct	n/a	8	3	correct
196.3759636725	0.0	49095	left_click	indicate_ready	n/a	8	3	255
196.3969637566	1257.3	49100	show_cross	fixate	+	9	3	nonWM
201.6441847739	305.7	50412	show_letter	to_remember	Q	9	3	Q
203.0849905449	305.95	50772	show_letter	to_ignore	P	9	3	gP
204.5266963196	306.0	51133	show_letter	to_remember	J	9	3	J
205.968602095	305.95	51493	show_letter	to_ignore	T	9	3	gT
207.4103078696	305.7	51854	show_letter	to_ignore	Z	9	3	gZ
208.8511136407	305.95	52214	show_letter	to_ignore	K	9	3	gK
210.2929194157	305.95	52574	show_letter	to_remember	D	9	3	D
211.7347251907	305.7	52935	show_letter	to_ignore	C	9	3	gC
213.1755309617	745.875	53295	show_dash	work_memory	-	9	3	WM
216.3770437851	305.95	54095	show_letter	probe_target	J	9	3	rJ
217.5723485728	0.0	54394	right_click	remembered_correct	n/a	9	3	1
217.9724501754	0.0	54494	sound_beep	feedback_correct	n/a	9	3	correct
223.2932714875	0.0	55824	right_click	indicate_ready	n/a	9	3	1
223.3169715824	1257.05	55830	show_cross	fixate	+	10	3	nonWM
228.5631925957	305.975	57142	show_letter	to_remember	P	10	3	P
230.0049983708	305.7	57502	show_letter	to_ignore	T	10	3	gT
231.4458041418	305.95	57862	show_letter	to_ignore	Z	10	3	gZ
232.8876099168	305.95	58223	show_letter	to_ignore	Q	10	3	gQ
234.3295156923	305.925	58583	show_letter	to_remember	V	10	3	V
235.7711214665	305.725	58944	show_letter	to_ignore	B	10	3	gB
237.2119272375	305.95	59304	show_letter	to_remember	X	10	3	X
238.6537330125	305.975	59664	show_letter	to_ignore	G	10	3	gG
240.0955387876	678.9	60025	show_dash	work_memory	-	10	3	WM
243.0280505335	305.975	60758	show_letter	probe_target	V	10	3	rV
244.2261553324	0.0	61058	right_click	remembered_correct	n/a	10	3	1
244.626256935	0.0	61158	sound_beep	feedback_correct	n/a	10	3	correct
253.9807944038	0.0	63496	right_click	indicate_ready	n/a	10	3	1
254.0074945107	1257.05	63503	show_cross	fixate	+	11	5	nonWM
259.253715524	305.95	64814	show_letter	to_remember	L	11	5	L
260.6955212991	305.95	65175	show_letter	to_ignore	G	11	5	gG
262.1373270741	305.7	65535	show_letter	to_remember	Q	11	5	Q
263.5780328447	305.975	65896	show_letter	to_remember	F	11	5	F
265.0198386198	305.95	66256	show_letter	to_remember	Z	11	5	Z
266.4617443952	305.925	66616	show_letter	to_remember	T	11	5	T
267.9034501698	305.7	66977	show_letter	to_ignore	R	11	5	gR
269.3442559409	305.95	67337	show_letter	to_ignore	M	11	5	gM
270.7860617159	926.1	67698	show_dash	work_memory	-	11	5	WM
274.7085774272	255.425	68678	show_letter	probe_target	L	11	5	rL
275.704681417	0.0	68927	right_click	remembered_correct	n/a	11	5	1
276.1047830196	0.0	69027	sound_beep	feedback_correct	n/a	11	5	correct
284.1673153134	0.0	71043	right_click	indicate_ready	n/a	11	5	1
284.1950154243	1257.325	71050	show_cross	fixate	+	12	5	nonWM
289.4422364416	305.725	72362	show_letter	to_ignore	S	12	5	gS
290.8830422127	305.95	72722	show_letter	to_remember	C	12	5	C
292.3248479877	305.975	73082	show_letter	to_remember	G	12	5	G
293.7666537627	305.95	73443	show_letter	to_remember	P	12	5	P
295.2074595337	305.95	73803	show_letter	to_ignore	F	12	5	gF
296.6492653088	305.95	74163	show_letter	to_remember	M	12	5	M
298.0909710834	305.95	74524	show_letter	to_ignore	J	12	5	gJ
299.5327768584	305.7	74884	show_letter	to_remember	L	12	5	L
300.9735826295	750.15	75244	show_dash	work_memory	-	12	5	WM
304.192095521	247.225	76049	show_letter	probe_target	G	12	5	rG
305.1525993682	0.0	76289	right_click	remembered_correct	n/a	12	5	1
305.5527009707	0.0	76389	sound_beep	feedback_correct	n/a	12	5	correct
310.1354193264	0.0	77535	right_click	indicate_ready	n/a	12	5	1
310.1592194218	1257.075	77541	show_cross	fixate	+	13	5	nonWM
315.4054404351	305.95	78852	show_letter	to_ignore	B	13	5	gB
316.8472462101	305.95	79213	show_letter	to_ignore	H	13	5	gH
318.2890519851	305.95	79573	show_letter	to_remember	D	13	5	D
319.7308577602	305.7	79934	show_letter	to_remember	R	13	5	R
321.1716635312	305.95	80294	show_letter	to_remember	N	13	5	N
322.6133693058	305.975	80654	show_letter	to_remember	Z	13	5	Z
324.0551750809	305.7	81015	show_letter	to_remember	V	13	5	V
325.4959808519	305.95	81375	show_letter	to_ignore	L	13	5	gL
326.9377866269	750.125	81735	show_dash	work_memory	-	13	5	WM
330.1563995188	201.2	82540	show_letter	probe_target	R	13	5	rR
330.936402643	0.0	82735	right_click	remembered_correct	n/a	13	5	1
331.3365042456	0.0	82835	sound_beep	feedback_correct	n/a	13	5	correct
340.9545427699	0.0	85240	right_click	indicate_ready	n/a	13	5	1
340.9847428908	1257.075	85247	show_cross	fixate	+	14	7	nonWM
346.2308639037	305.975	86559	show_letter	to_remember	W	14	7	W
347.6716696747	305.975	86919	show_letter	to_remember	Z	14	7	Z
349.1134754498	305.95	87279	show_letter	to_remember	V	14	7	V
350.5552812248	305.95	87640	show_letter	to_remember	D	14	7	D
351.9970869998	305.7	88000	show_letter	to_ignore	F	14	7	gF
353.4378927709	305.95	88360	show_letter	to_remember	X	14	7	X
354.8796985459	305.975	88721	show_letter	to_remember	M	14	7	M
356.3215043209	305.95	89081	show_letter	to_remember	Y	14	7	Y
357.7632100956	620.175	89442	show_dash	work_memory	-	14	7	WM
360.4618209046	309.95	90116	show_letter	probe_not_shown	G	14	7	rG
361.6767257708	0.0	90420	left_click	ignored_correct	n/a	14	7	255
362.0769273738	0.0	90520	sound_beep	feedback_correct	n/a	14	7	correct
369.4016567124	0.0	92351	right_click	indicate_ready	n/a	14	7	1
369.4285568201	1257.3	92358	show_cross	fixate	+	15	3	nonWM
374.6757778374	305.7	93670	show_letter	to_ignore	J	15	3	gJ
376.1165836085	305.95	94030	show_letter	to_ignore	Q	15	3	gQ
377.5582893831	306.0	94391	show_letter	to_remember	D	15	3	D
379.0000951581	305.975	94751	show_letter	to_remember	H	15	3	H
380.4419009332	305.7	95111	show_letter	to_ignore	X	15	3	gX
381.8827067042	305.95	95472	show_letter	to_remember	G	15	3	G
383.3245124792	305.95	95832	show_letter	to_ignore	C	15	3	gC
384.7663182542	305.7	96193	show_letter	to_ignore	W	15	3	gW
386.2071240253	838.1	96553	show_dash	work_memory	-	15	3	WM
389.7775383263	196.975	97445	show_letter	probe_target	D	15	3	rD
390.5458414036	0.0	97637	right_click	remembered_correct	n/a	15	3	1
390.9460430066	0.0	97738	sound_beep	feedback_correct	n/a	15	3	correct
399.2461762521	0.0	99813	right_click	indicate_ready	n/a	15	3	1
399.2651763282	1257.05	99817	show_cross	fixate	+	16	5	nonWM
404.5115973423	305.9	101129	show_letter	to_remember	K	16	5	K
405.9532031165	305.7	101489	show_letter	to_ignore	W	16	5	gW
407.3940088876	305.95	101850	show_letter	to_remember	Z	16	5	Z
408.8357146622	305.95	102210	show_letter	to_ignore	Q	16	5	gQ
410.2775204372	305.95	102570	show_letter	to_remember	D	16	5	D
411.7193262123	305.7	102931	show_letter	to_remember	C	16	5	C
413.1601319833	305.95	103291	show_letter	to_ignore	M	16	5	gM
414.6019377583	305.95	103651	show_letter	to_remember	P	16	5	P
416.0436435329	599.175	104012	show_dash	work_memory	-	16	5	WM
418.6583540059	305.95	104666	show_letter	probe_not_shown	J	16	5	rJ
420.1269598883	0.0	105033	left_click	ignored_correct	n/a	16	5	255
420.5270614909	0.0	105133	sound_beep	feedback_correct	n/a	16	5	correct
425.9799833321	0.0	106496	right_click	indicate_ready	n/a	16	5	1
426.000183413	1257.075	106501	show_cross	fixate	+	17	5	nonWM
431.2466044271	305.9	107813	show_letter	to_remember	D	17	5	D
432.6882102014	305.7	108173	show_letter	to_ignore	C	17	5	gC
434.1290159724	305.95	108533	show_letter	to_remember	L	17	5	L
435.5708217474	305.95	108894	show_letter	to_remember	S	17	5	S
437.0126275224	305.95	109254	show_letter	to_remember	J	17	5	J
438.4533332931	305.975	109614	show_letter	to_ignore	K	17	5	gK
439.8951390681	305.975	109975	show_letter	to_remember	H	17	5	H
441.3369448431	305.95	110335	show_letter	to_ignore	V	17	5	gV
442.7787506182	863.125	110696	show_dash	work_memory	-	17	5	WM
446.4492653201	234.7	111613	show_letter	probe_target	L	17	5	rL
447.3618689755	0.0	111841	right_click	remembered_correct	n/a	17	5	1
447.7621705788	0.0	111942	sound_beep	feedback_correct	n/a	17	5	correct
450.156480169	0.0	112540	left_click	indicate_ready	n/a	17	5	255
450.18668029	1257.3	112548	show_cross	fixate	+	18	7	nonWM
455.4339013073	305.7	113859	show_letter	to_remember	W	18	7	W
456.8747070783	305.95	114220	show_letter	to_remember	K	18	7	K
458.3165128534	305.975	114580	show_letter	to_remember	M	18	7	M
459.758218628	305.975	114941	show_letter	to_remember	C	18	7	C
461.199024399	305.95	115301	show_letter	to_remember	Q	18	7	Q
462.6408301741	305.95	115661	show_letter	to_ignore	G	18	7	gG
464.0826359491	305.95	116022	show_letter	to_remember	B	18	7	B
465.5244417241	305.7	116382	show_letter	to_remember	T	18	7	T
466.9651474948	578.45	116742	show_dash	work_memory	-	18	7	WM
469.4968576353	293.2	117375	show_letter	probe_target	B	18	7	rB
470.6416622207	0.0	117661	right_click	remembered_correct	n/a	18	7	1
471.0418638237	0.0	117761	sound_beep	feedback_correct	n/a	18	7	correct
472.7507706686	0.0	118189	left_click	indicate_ready	n/a	18	7	255
472.7823707952	1257.075	118197	show_cross	fixate	+	19	5	nonWM
478.0285918085	305.95	119508	show_letter	to_remember	M	19	5	M
479.4693975795	305.95	119868	show_letter	to_ignore	G	19	5	gG
480.9110033537	306.0	120229	show_letter	to_remember	L	19	5	L
482.3529091291	305.975	120589	show_letter	to_remember	Z	19	5	Z
483.7947149042	305.7	120950	show_letter	to_remember	B	19	5	B
485.2355206752	305.95	121310	show_letter	to_remember	Y	19	5	Y
486.6773264502	305.95	121670	show_letter	to_ignore	R	19	5	gR
488.1191322253	305.95	122031	show_letter	to_ignore	C	19	5	gC
489.5609380003	603.4	122391	show_dash	work_memory	-	19	5	WM
492.1924485406	305.725	123049	show_letter	probe_not_shown	T	19	5	rT
493.5260538822	0.0	123383	left_click	ignored_correct	n/a	19	5	255
493.9261554848	0.0	123483	sound_beep	feedback_correct	n/a	19	5	correct
498.2189726793	0.0	124556	right_click	indicate_ready	n/a	19	5	1
498.2425727739	1257.325	124562	show_cross	fixate	+	20	5	nonWM
503.4898937916	305.7	125873	show_letter	to_remember	K	20	5	K
504.9305995622	305.975	126234	show_letter	to_ignore	C	20	5	gC
506.3724053372	305.975	126594	show_letter	to_remember	J	20	5	J
507.8142111123	305.95	126955	show_letter	to_ignore	Y	20	5	gY
509.2550168833	305.95	127315	show_letter	to_remember	L	20	5	L
510.6968226583	305.95	127675	show_letter	to_remember	D	20	5	D
512.1385284329	305.975	128036	show_letter	to_remember	M	20	5	M
513.580334208	305.7	128396	show_letter	to_ignore	S	20	5	gS
515.021139979	515.425	128756	show_dash	work_memory	-	20	5	WM
517.3008491102	284.95	129326	show_letter	probe_target	J	20	5	rJ
518.4144535706	0.0	129605	left_click	ignored_incorrect	n/a	20	5	255
518.814755174	0.0	129705	sound_buzz	feedback_incorrect	n/a	20	5	wrong
522.1318684604	0.0	130534	right_click	indicate_ready	n/a	20	5	1
522.1620685814	1257.075	130542	show_cross	fixate	+	21	5	nonWM
527.4082895947	305.975	131853	show_letter	to_remember	K	21	5	K
528.8501953701	305.925	132214	show_letter	to_ignore	Z	21	5	gZ
530.2919011448	305.7	132574	show_letter	to_remember	J	21	5	J
531.7327069158	305.95	132934	show_letter	to_remember	V	21	5	V
533.1745126908	305.975	133295	show_letter	to_remember	R	21	5	R
534.6162184654	305.975	133655	show_letter	to_ignore	H	21	5	gH
536.0570242365	305.95	134015	show_letter	to_ignore	M	21	5	gM
537.4988300115	305.95	134376	show_letter	to_remember	S	21	5	S
538.9406357865	754.125	134736	show_dash	work_memory	-	21	5	WM
542.1751487421	243.225	135545	show_letter	probe_target	R	21	5	rR
543.1180525188	0.0	135781	right_click	remembered_correct	n/a	21	5	1
543.5182541218	0.0	135881	sound_beep	feedback_correct	n/a	21	5	correct
544.990060017	0.0	136249	left_click	indicate_ready	n/a	21	5	255
545.0087600919	1257.075	136253	show_cross	fixate	+	22	7	nonWM
550.2549811052	305.95	137565	show_letter	to_ignore	X	22	7	gX
551.6957868762	305.95	137925	show_letter	to_remember	J	22	7	J
553.1374926509	305.975	138285	show_letter	to_remember	N	22	7	N
554.5792984259	305.975	138646	show_letter	to_remember	R	22	7	R
556.0211042009	305.7	139006	show_letter	to_remember	S	22	7	S
557.4619099719	305.95	139366	show_letter	to_remember	V	22	7	V
558.903715747	305.95	139727	show_letter	to_remember	Y	22	7	Y
560.3456215224	305.925	140087	show_letter	to_remember	H	22	7	H
561.787327297	536.15	140448	show_dash	work_memory	-	22	7	WM
564.1499367603	272.45	141038	show_letter	probe_not_shown	C	22	7	rC
565.2116410128	0.0	141304	left_click	ignored_correct	n/a	22	7	255
565.6118426158	0.0	141404	sound_beep	feedback_correct	n/a	22	7	correct
568.2436531573	0.0	142062	right_click	indicate_ready	n/a	22	7	1
568.2733532763	1257.3	142069	show_cross	fixate	+	23	7	nonWM
573.5195742896	305.95	143381	show_letter	to_remember	W	23	7	W
574.9613800646	305.95	143741	show_letter	to_ignore	T	23	7	gT
576.4031858396	305.95	144102	show_letter	to_remember	M	23	7	M
577.8448916143	305.725	144462	show_letter	to_remember	P	23	7	P
579.2856973853	305.95	144822	show_letter	to_remember	G	23	7	G
580.7275031603	305.95	145183	show_letter	to_remember	H	23	7	H
582.1694089358	305.925	145543	show_letter	to_remember	Z	23	7	Z
583.6111147104	305.7	145904	show_letter	to_remember	N	23	7	N
585.051820481	766.9	146264	show_dash	work_memory	-	23	7	WM
588.3374336413	201.2	147085	show_letter	probe_target	M	23	7	rM
589.1246367943	0.0	147282	right_click	remembered_correct	n/a	23	7	1
589.5247383969	0.0	147382	sound_beep	feedback_correct	n/a	23	7	correct
592.5256504168	0.0	148132	left_click	indicate_ready	n/a	23	7	255
592.5447504933	1257.05	148137	show_cross	fixate	+	24	5	nonWM
597.7909715066	305.95	149449	show_letter	to_ignore	Z	24	5	gZ
599.2327772816	305.95	149809	show_letter	to_remember	T	24	5	T
600.6745830567	305.7	150170	show_letter	to_remember	M	24	5	M
602.1153888277	305.95	150530	show_letter	to_remember	S	24	5	S
603.5571946027	305.95	150890	show_letter	to_ignore	Y	24	5	gY
604.9989003774	305.7	151251	show_letter	to_remember	V	24	5	V
606.4397061484	305.95	151611	show_letter	to_remember	N	24	5	N
607.8815119234	305.95	151971	show_letter	to_ignore	H	24	5	gH
609.3233176985	544.675	152332	show_dash	work_memory	-	24	5	WM
611.7199272979	297.45	152931	show_letter	probe_not_shown	Q	24	5	rQ
612.8792319414	0.0	153221	left_click	ignored_correct	n/a	24	5	255
613.2793335439	0.0	153321	sound_beep	feedback_correct	n/a	24	5	correct
615.3838419734	0.0	153847	right_click	indicate_ready	n/a	24	5	1
615.4074420679	1257.3	153853	show_cross	fixate	+	25	7	nonWM
620.6536630812	305.95	155164	show_letter	to_remember	T	25	7	T
622.0954688562	305.95	155525	show_letter	to_ignore	H	25	7	gH
623.5371746309	305.95	155885	show_letter	to_remember	X	25	7	X
624.9789804059	305.7	156246	show_letter	to_remember	S	25	7	S
626.4197861769	305.95	156606	show_letter	to_remember	W	25	7	W
627.861591952	305.95	156966	show_letter	to_remember	Q	25	7	Q
629.303397727	305.95	157327	show_letter	to_remember	K	25	7	K
630.7451035016	305.725	157687	show_letter	to_remember	D	25	7	D
632.1859092727	582.425	158047	show_dash	work_memory	-	25	7	WM
634.7336194773	284.95	158684	show_letter	probe_not_shown	F	25	7	rF
635.8431239213	0.0	158962	left_click	ignored_correct	n/a	25	7	255
636.2432255239	0.0	159062	sound_beep	feedback_correct	n/a	25	7	correct
642.3288498993	0.0	160583	right_click	indicate_ready	n/a	25	7	1
